,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
10,1.0,-0.0040161970635903,-0.0040081429300999,-0.0031546699107511,-0.002833688994229,0.0099368186411887,0.0153354358245774,0.0091349964755973,0.0100907174526855,0.0096610858180681,-0.1467047853911572,-0.0313011056010508,-0.0263933363508473,0.0720422509230762,-0.2706533880319371,0.0008565406918616,0.0003219448800404,0.0127254845873583,0.005331263446946,-0.005438172680213,-1.0
11,1.0,-0.0121559188625717,-0.0120823341459477,-0.0187993431136634,0.0130178539386796,0.0307401394581359,0.0384927668360437,0.0190832589563365,0.0194074438160005,0.0123249939099599,-0.1259911383084228,-0.0061439397872691,0.0695866491012698,0.0465875085329975,0.1880547675400592,-0.0068223782630383,0.0319121470529104,0.017343276256005,0.0074932731154362,-0.0049828056365939,1.0
12,1.0,0.0064140891138819,0.0064347034339229,0.0086351233466142,0.0001383072229976,-0.0036113514185925,-0.0088492333106857,0.00837840341055,0.0097235519070716,0.0094982719714382,-0.1885056806112038,0.2786599110220666,-0.0689243468487856,-0.016994301798886,-0.0780782730811085,0.0021839648016754,-0.0084597562561228,-0.0037561857497863,-0.0052707322207652,0.0030148319097396,1.0
13,1.0,-0.005224775668978,-0.0052111502687983,-0.0093249019277555,-0.0059601122961828,-0.001920434001409,-0.0082825836883723,0.0053866559963478,0.0055523299869738,0.0062512108052113,-0.0560417296801005,-0.1117019868931225,-0.0595562247702316,0.0229280375929549,0.013956833321542,-0.00414387533975,0.0033907063527056,0.0040556642569349,-0.0063947944683153,0.0032784290291072,1.0
14,1.0,0.0033952493213913,0.0034010197091554,0.0020752132575261,0.0099058243454239,0.0124291497569413,0.0068395708582833,0.0085109015132376,0.0084602313257493,0.0102774190513952,-0.1383277179022885,-0.120195770786133,-0.083093104366269,-0.2027884741129619,0.101446464671559,-0.0013221863445505,0.0077840203065555,0.002495458718057,-0.0055362549009512,0.0083664884885532,1.0
15,1.0,0.0178648736234254,0.0180254050110026,-0.0247330107468254,-0.0407209377007065,-0.0294281440316488,-0.067239026644559,0.016357621529997,0.0174086801346967,0.0226977515519191,-0.3114757175568588,-0.0847737917549604,0.2667828636603881,-0.208667556934452,-0.0112998863742959,-0.0429088839622497,-0.0165292430773096,0.011703414455086,-0.039736463469655,-0.0104895795185733,-1.0
16,1.0,-0.0035748092493115,-0.00356842722583,0.0016665019263752,0.0046581897037747,0.0092619396144848,0.014599423537589,0.0114422556590289,0.0112923697893401,0.0063662794035979,-0.1000886772526922,0.0294452074383331,-0.1084157616846813,0.1339202714061644,0.0230416973542203,0.0052399241021774,0.0029822590602464,0.0045719369530949,0.0052745671169134,0.0051642861247263,-1.0
17,1.0,-0.0028290103175176,-0.0028250124387316,0.0140178792298517,0.0314182135996188,0.0396806677436725,0.0501455538625441,0.0065018201243906,0.0065011935154052,0.0071785633899692,0.2726251906400268,-0.0718524006967315,-0.0143294221451125,-0.1455697737058729,-0.0948183826384532,0.01674954770764,0.0170142241924402,0.0079788541746719,0.0100151615311876,8.775680202433023e-05,1.0
18,1.0,-0.0034436350184972,-0.0034377125077004,0.0272110782220433,0.0100070808976022,0.0097632359412487,0.0195747702255251,0.0156223555020956,0.0173840128855854,0.0179013719952271,0.0258002198124826,0.09175813856269,-0.1583915357653519,-0.4590035705591955,0.091803688852646,0.0302910737873851,-0.0168900971505898,-0.0002414581059095,0.0096697649244301,-0.0024100512531646,-1.0
19,-1.0,-0.0029153277297808,-0.0029110822885143,-0.0017683545849702,0.0075116083679092,0.0053369537298644,0.0110032908914217,0.0105781135804587,0.0129064727163163,0.0151545467455877,0.1891764162448846,-0.1111248776737069,0.2048807962981906,-0.1597800156559373,-0.1999848876217249,0.0011454077601324,0.009253456695232,-0.0021607740642846,0.0056204324572188,0.0357328373518264,1.0
20,1.0,0.0071840711044313,0.0072099384504307,0.0166057272755288,0.0222715371002706,0.0180588817065006,0.0279445138639271,0.0085965177191484,0.0092707760879316,0.0119905867475132,-0.2155516491357564,0.0484660196619696,0.0388927998115569,-0.0347104596289043,-0.0853463154351291,0.0092852886655574,0.0055577886006208,-0.00412939133885,0.0096634337039809,0.0001576497432935,1.0
21,1.0,0.0038704603074322,0.0038779602118335,0.0060898339737036,-0.0038935271909978,-0.0017910867966695,0.0052976070841983,0.0081468311042008,0.0064940108807178,0.0060568215939133,0.1334662816907406,-0.2291215915171214,0.0318962749533808,0.0605337420312552,-0.0077517716017587,0.0022009055678662,-0.0099724925756348,0.0021084339898695,0.0070763168366614,0.0006555639433276,1.0
22,1.0,0.0140637336009223,0.014163093144635,0.0221905589728217,0.0189307754829726,0.0125745887751129,0.0137387081666802,0.0053576986371435,0.0053080095395894,0.0050632851547255,-0.166012098109801,-0.0913269732577544,-0.2478150814259439,0.2339501823868691,-0.1472432194464309,0.0078841977202284,-0.0031941131634631,-0.0062576329464416,0.0011490024976854,0.0022350931082524,1.0
23,-1.0,-0.0264984006399195,-0.0261503986295341,-0.0242927554317196,-0.0161844245924441,-0.034395836736225,-0.0405102621860009,0.0078595987636344,0.0083116203205663,0.0095735209763619,-0.0955067942469633,-0.1208708336084101,0.4241998906265354,0.0569346896876331,-0.1176428806476187,0.0019057087397964,0.0082758690379804,-0.0186844747637646,-0.0063523613132492,-0.0042618478934439,-1.0
24,1.0,0.0035915911799726,0.0035980486721509,0.003516546342783,0.0037489370085832,-0.0004200478113243,0.0029085124530372,0.008191165711511,0.0080863221917607,0.0097740920768528,-0.0907304534470722,-0.0636385236853361,-0.110928538546102,0.0606333172174395,0.0895560024252684,-8.121342908395945e-05,0.0002315495072924,-0.0041620633143004,0.0033244269704297,-0.0052789148688283,-1.0
25,-1.0,-0.0016142590812666,-0.0016129568658751,0.0002308955582424,0.0034033926970362,0.0022955256863999,-0.0010305652269256,0.007056537997135,0.0049866651646142,0.0037714499464646,0.092729944043618,-0.1422792389504495,0.1780998087678029,0.0327808215657579,-0.0041209071944458,0.0018451279872326,0.0031667453572872,-0.0011047192708275,-0.0033239916168188,-0.0035708131089915,1.0
26,-1.0,-0.0015054006040688,-0.0015042680569632,0.0001033412988979,0.005779174239801,0.0163409788156445,0.0185358078651487,0.0134943192212451,0.0123743468615578,0.0085135409196347,-0.0148115647482878,-0.1323257554993992,-0.1538685771435079,-0.0649324274950375,0.0516037598697973,0.0016087365636217,0.0056592029144812,0.0104463630486453,0.0021572115963159,-0.003678698201563,1.0
27,1.0,-0.0005155731333541,-0.0005154402483646,-0.0054135909542925,-0.0083524390551382,-0.0081960171047312,-0.0141776566727347,0.0079934163319543,0.0076423536204937,0.0078344024728494,0.0847203462223979,0.0076137127316664,6.26588614627194e-05,-0.0939698509107479,0.004006727846173,-0.0049127244054183,-0.00295921859143,0.0001577270200687,-0.0060493306848599,0.0135536069808477,1.0
28,1.0,-0.0024999060311756,-0.0024967838683401,-0.0029690222431503,0.0037182978723404,0.0069319103521878,0.0083588942302554,0.0118137621985481,0.0112149415239397,0.0076816851832253,0.0625576909427714,0.0429774997366688,-0.2119284000040831,-0.1779086392286399,-0.0933418598940104,-0.0004735325020561,0.0066848406244641,0.0031965930256276,0.0014161570263784,-0.0088592527978406,-1.0
29,-1.0,-0.0064290214483087,-0.0064083995065532,-0.006378282834625,-0.0062128236959967,-0.009452566977896,-0.0087180594854958,0.0062404371697046,0.0057055834359212,0.0057174510761751,-0.0870884161106561,-0.3656449519517476,0.0124366349074753,0.1229809410311959,0.0190650150261229,3.0310457022508785e-05,0.0001665073951855,-0.0032653224363201,0.0007412419412471,0.0101112095082864,1.0
30,1.0,-0.001339647997101,-0.0013387510692899,-0.0088884795810985,-0.0107000665403651,-0.0120005247055935,-0.0168482469614058,0.0079254879745711,0.0092790375467452,0.0058014803386354,-0.4257833586168876,0.1629563784872492,-0.2087640855472057,0.1684016253536732,-0.2932464901066911,-0.0075885697685738,-0.0018295061473363,-0.0013153883999361,-0.0049186809816621,0.0101066839840662,1.0
31,1.0,0.000705555238964,0.0007058042016108,7.569206592639155e-05,0.0047900327132266,0.0039459913994048,0.0123995112180657,0.0064642269468888,0.0051466549211341,0.0052667416426191,-0.2948773148773928,-0.0503153797107716,-0.0128545565446761,-0.2261895178114217,0.3866643022333149,-0.0006298660375385,0.0047029078088254,-0.0008403706145205,0.0083850404977123,-0.0132118392716051,1.0
32,1.0,0.0053288779732056,0.0053431016977054,0.0071774679794212,0.0163340325466569,0.0110037586130098,0.0254964216835567,0.0102188120365839,0.0119539475425628,0.0106768760120723,-0.3123059504313427,0.1295063821576234,0.0544001417756138,-0.1567177052155327,0.0411730487220348,0.0018229545748216,0.0090502347661196,-0.0052584095646128,0.0142331514363611,-0.0130955069084048,1.0
33,1.0,0.0011467374026636,0.0011473951573979,-0.0014936269834388,0.0044562937800989,0.0049419049101748,0.0013854103386812,0.0060565980216582,0.0067051339516209,0.0045985695367552,-0.1482042550265166,0.2449827003800509,-0.1653936521716034,-0.1056931075980113,0.0838615657856558,-0.0026414809588519,0.0059411374594375,0.0004833398774284,-0.0035452822374519,-0.0071634235576691,1.0
34,1.0,-0.0189713769812325,-0.0187925530399608,-0.011985409184003,-0.0244365664714483,-0.0502535837022252,-0.0510612551678775,0.0120532139102557,0.0110126667390853,0.0117504737670327,0.1059607443620176,-0.0578958942326166,-0.1941553483255292,-0.1444555714139838,-0.1015465435167314,0.0069135636703023,-0.0126822810399165,-0.0268201658817837,-0.000850769291194,0.0056158156689161,-1.0
35,1.0,-0.0050964850797861,-0.0050835200344396,-0.0085801703949333,-0.0003779375213628,0.0147546684965202,0.0146832212867757,0.0082834670013055,0.0079580651362028,0.0060256642918039,-0.0415611422876415,0.0108788605802366,-0.0037187129191736,-0.3172771606317078,-0.0864688508955008,-0.003520706896916,0.0082391830189543,0.0150248863211572,-7.041083654968361e-05,0.0084508794754221,1.0
36,1.0,0.0115326848291257,0.0115994426241856,0.0142491431140081,0.0079271287560387,-0.0175421485087922,-0.0112017038544885,0.0139577028960632,0.0111896089701008,0.0101841369028863,-0.0992891596514421,0.0066236775852035,0.0226638215108209,0.0358404839720999,-0.1278772350910993,0.0026158934280147,-0.0062527041219766,-0.0255937095396738,0.0064329199705035,-0.0158704764753583,1.0
37,-1.0,0.0039601091972816,0.0039679607906761,0.0089175377502437,0.0076303326291933,0.0045922967402747,-0.006244410533428,0.0140265277573621,0.010221303107395,0.0069423719084578,-0.0107989550513229,-0.174666194151349,0.00410109210685,0.1483406571769369,-0.090197606749052,0.00491790212501,-0.0012766424390751,-0.0030195845657932,-0.0108457727263857,0.0138838334410102,1.0
38,1.0,0.0279769607899336,0.0283719912701565,0.041128534848513,-0.0035475889423987,0.0330282454582993,-0.0055151461952631,0.0198451974146648,0.0200281956653789,0.0251824804301242,-0.1035383668518429,-0.1223861526785402,0.0858047059670571,-0.1349732637041421,0.089368027784004,0.0123282936977577,-0.0438591510460462,0.0360484294568888,-0.0380249436626645,-0.0019458879427887,-1.0
39,1.0,-0.0024623979652993,-0.0024593687503166,-0.0057300444614653,-0.0097360862103608,-0.0042938525209862,-8.346473162568202e-05,0.0080675237354605,0.0054053501865726,0.0042972730390872,-0.4590278410133448,0.0803651226626573,-0.0828526050112926,-0.1945935869093188,0.3565283613248281,-0.0032841261839795,-0.0040372676447528,0.0054806942142047,0.004219629364826,-0.0031383219371239,1.0
40,-1.0,0.02946237834227,0.0299006881718413,0.0328299896282522,0.0365484015866024,0.0315422429435805,0.0306194552096361,0.0069652210396871,0.0064270716429176,0.0081070947653135,0.0424756902544181,-0.1657006067330654,-0.165185197512039,0.0854488811030814,0.0396457157691904,0.0028402189942884,0.0035937516078181,-0.0048413433273566,-0.0008949713268027,0.0035803299877272,1.0
41,1.0,0.0025123090614904,0.002515467554385,0.0064453797956927,0.0177681220914194,0.0176374726875456,0.0101828067155553,0.012652218645688,0.0115860323439213,0.0130202093977508,0.0873579382011914,0.0315736824688761,0.0985622308953336,-0.1808088352418111,-0.0529964644535565,0.0039123880979055,0.0111874171173393,-0.0001283767759989,-0.0073524262774302,-0.0037123165955481,1.0
42,1.0,-0.0030975166004143,-0.0030927242452807,-0.0049617802463709,-0.0233382929257338,-0.0221963768562449,-0.023614419134943,0.0062802994801392,0.0057323905177126,0.0064588793483012,-0.1235129024988886,0.0746113269390868,-0.0399663416524407,-0.0659010355718914,0.0603175743816448,-0.0018766141481521,-0.0186408129844171,0.0011685202922446,-0.0014512847831547,0.0016971711941167,-1.0
43,1.0,-0.0190400669523693,-0.0188599498364041,-0.0051379981739579,-0.0076909505372343,0.012463476724738,-0.0111165295888979,0.0123493536004929,0.0131778492917682,0.0167248303181797,-0.3570159597443525,0.4834746987519812,-0.4211454693802118,0.2255999043543489,-0.3275962286659475,0.0138888238781333,-0.0025694353449541,0.0201071253964943,-0.0235652269499997,0.0128309637592565,-1.0
44,1.0,0.0083903999542673,0.0084256980125065,0.0050870172764228,0.0278920667502451,0.0288260143783858,0.0281348301758195,0.0073416956400116,0.0066251742106424,0.0086412714605899,0.0735635246817791,0.0805913196060515,0.1585658475038867,-0.0532866540103559,0.3134149004625089,-0.0033162778367863,0.0224360459696821,0.0009081922319893,-0.0006720441280254,0.0040123098699478,-1.0
45,-1.0,-0.002758937026261,-0.0027551346571403,-0.0109699068582603,-0.0079759536020921,0.0015125905441968,-0.0002611510160451,0.0115687256843489,0.0139017305770504,0.0072275208743317,-0.0208303296041831,-0.0369838472556857,0.0978758376028678,-0.0463274114168954,0.0690997894754147,-0.0082715829480122,0.0030225883036898,0.0095193794019632,-0.0017726328532887,-0.0057478288561991,-1.0
46,1.0,0.006994231715284,0.0070187484792407,-0.0044559955832471,-0.0039505410601813,-0.0114915177405549,-0.0137076229436192,0.0173965012749851,0.0182840359399835,0.0068682560330295,0.0395538524851592,-0.0226046854283764,-0.1412633336038302,-0.049477345379548,-0.0071473810037646,-0.0114601848383628,0.0005075880627423,-0.0075996904076873,-0.0022443844126041,-0.0020948438529622,1.0
47,-1.0,-0.0093269408561091,-0.00928357985645,-0.0151827503167678,-0.0436195970736386,-0.039001627671422,-0.0317483398867283,0.011292439081839,0.0123166472342791,0.0122170121462694,-0.0264654005822734,-0.1205119687195382,0.0196254147677915,-0.0602308998179521,0.1921559016737129,-0.0059722474838892,-0.0293003457254901,0.004816970325443,0.0075193177015417,-0.0046023924321865,1.0
48,1.0,0.0066694135580895,0.0066917036230274,0.0093510170134196,0.0180756040858327,0.0181336947085353,0.0163264652268317,0.0161379842003765,0.0171045307375021,0.0173329486466288,-0.1608390756894995,0.1103237890134601,-0.1413862471046394,0.0523777436940315,-0.3253713238555316,0.0026381533541322,0.0086066157333171,5.705761460994552e-05,-0.0017766186752155,0.0135075317884343,-1.0
49,1.0,-0.0054961809443661,-0.0054811045753432,0.0039982999191423,-0.0036700509400108,-0.01240080589127,-0.0103034947884733,0.0104800445363716,0.0087809581580016,0.0093053853553308,0.0716343940726371,-0.1249024322042293,-0.1295547664690629,-0.2617146811430133,-0.0087568654537504,0.0094865089048425,-0.0076671300605681,-0.0088015354211457,0.0021213942760969,-0.0066605811801174,-1.0
50,1.0,-0.0053147558924795,-0.0053006575648284,-0.0043819836195305,0.0003679712223934,0.0056777529281026,-0.0026832164882436,0.0078054503417214,0.0092317390421096,0.0123530469500374,-0.4058963151791222,0.1200839364751063,-0.2351436103960056,0.1954052484979149,-0.2560590894261967,0.0009231432429306,0.0047595161871356,0.005293791703739,-0.0083485180073257,-0.0066625577133407,1.0
51,1.0,-0.0024345629603299,-0.0024316018154439,0.0087156202861866,0.0081172107018518,0.0130600587670626,0.0194395841989207,0.0168740680503755,0.0070860144093609,0.0078409297757217,0.0224402752883453,-0.0690792177210747,-0.0981728185995999,-0.1078978022589123,0.0357474563811376,0.011112421480881,-0.0005934151732365,0.0048910681845324,0.00627753751791,-0.0035058053173404,-1.0
52,-1.0,-0.0001138364826651,-0.0001138300035374,-0.0116512281102129,-0.0099006726506961,-0.0043085950603561,-0.0093030753731034,0.0094393818938081,0.0073677468394633,0.008152048005621,-0.1608060624335236,-0.0877538034491354,0.1535226818185399,-0.0987843214640181,-0.0692569428653496,-0.0116057990586497,0.0017696253108923,0.0056321064263418,-0.0050287154464498,-0.0047971333104523,-1.0
53,1.0,0.0082173655042296,0.0082512207221758,0.0016222838092943,0.0028104956268222,0.0066478408393431,0.0118636592153948,0.0078309980793029,0.0084956738285123,0.0080783400753816,-0.2537887243080075,0.0068746487089307,0.071565903004717,-0.1347526418661101,-0.0456626538829369,-0.0065963961758672,0.0011855842399892,0.0038192878224769,0.0051679963028785,-0.003980299377142,1.0
54,1.0,-0.0013140414345524,-0.0013131784601434,0.0011848874118851,0.0021722584726289,0.0087542758885292,-0.0025382628406753,0.0052760605144389,0.0054073252054065,0.0066541792000896,-0.1502473876985962,-0.1883452846549828,-0.0297110630962575,0.0873794175039293,-0.0528411585128511,0.0024982274213662,0.0009857165435729,0.0065462768616892,-0.0112576690834291,-0.0106842542683356,-1.0
55,1.0,-0.004245717649649,-0.0042367173325746,-0.0121035239070038,-0.0207491107896651,-0.0222306353524555,-0.0268203229362893,0.0071273883637738,0.0047855278929891,0.0048356832134813,-0.0222713031531961,-0.0839918369832229,-0.1322255329468267,0.0906913869190233,0.047724223368195,-0.007931650356955,-0.0087900303775825,-0.001514061842629,-0.004705090653692,-0.0006609340837187,-1.0
56,1.0,-0.0020948438529622,-0.0020926511989356,-0.0074543024103206,-0.0172436019709305,-0.0039869937924917,-0.0123561297160594,0.0175746743960088,0.0204085043258276,0.0070489119397672,0.0394616672492535,-0.0429168277784979,-0.1501854595874385,-0.0525645366256531,0.0276243352721283,-0.0053873807162556,-0.0099117797998395,0.0133990413275313,-0.0084381383505238,0.0069698110181164,1.0
57,1.0,0.0009431781688977,0.0009436231012998,0.0049334962749538,0.0030523410526377,0.0038684189895747,0.0105739339924459,0.008276244425373,0.0097771567687206,0.0065233017195389,-0.3841686598279326,0.1374983934930553,-0.1116214565441336,0.1214882031957803,-0.3143857528145531,0.0039781882918781,-0.0018736743434004,0.0008132637801789,0.0066574650395505,0.0092052448020378,-1.0
58,1.0,0.018862011878701,0.0190410233589821,0.00372515370855,-0.0208095032500159,-0.0133494388434468,-0.0135029398126751,0.0096218739358759,0.0100148924378349,0.0111611283194048,0.1547688059581704,-0.1057303872015174,0.06688977809372,0.2410100547644694,0.2570233854389567,-0.01514377937219,-0.0247473048941184,0.0075897287701014,-0.0001555899496601,0.0024549787131675,-1.0
59,1.0,0.0044467872376561,0.0044566888673971,0.0085185908734239,0.0011382144889668,0.0191556150356717,0.0086793548623891,0.007091181801447,0.0077131815643369,0.008380101222306,-0.2273120021248027,0.2245101074217866,0.141469221633896,-0.1134648044697727,0.1720829395178355,0.0040357251874354,-0.0073449452111251,0.0178368888466646,-0.0103325502654989,0.0163089284469144,1.0
60,-1.0,-0.0023311668684282,-0.0023284518091042,0.0084047652051761,0.0154490952252031,0.0147008318360764,0.0144306758931755,0.0072514342269737,0.0065196004136744,0.0059912028157099,-0.0810266870751091,-0.1942662726796377,0.1394336271949786,-0.0340086112208403,-0.3014805728637836,0.0107008086997737,0.0069613311565266,-0.0007371509000755,-0.0002662774132353,-0.0049703277269408,-1.0
61,1.0,-0.0011423743149165,-0.0011417220537782,-0.000743784649035,0.0073619042616259,0.0086780550673133,0.0030536938427587,0.0073029038169585,0.0081131800604433,0.0083294626298898,-0.1161395410127485,-0.1412457514667812,0.1238769538219776,0.0331394673554472,-0.0856261877604844,0.0003983129208453,0.0080789991077363,0.0013056794698727,-0.0055915763935612,0.0004484259427961,-1.0
62,1.0,-0.0089435551396377,-0.0089036805125567,-0.0127706166326582,-0.0272484073116547,-0.0269881422981302,-0.0278939570577619,0.0120238371617864,0.0078358091942713,0.0082893653078565,0.0059952836732749,0.0058651249416309,0.022065490434898,-0.1332526242481427,0.1294627380837672,-0.0039093067832887,-0.0147736678909833,0.0002675196874779,-0.0009313726687842,0.0049051432541293,-1.0
63,1.0,0.0041640401082077,0.0041727217692979,0.0040770836259724,0.0037824474791574,0.0125458176494217,0.0012050540824168,0.005409670801104,0.0065799590736999,0.0062354254043405,-0.295683278618146,-0.003634777199304,-0.0151702502641202,-0.1569278295619319,0.1097985380914252,-9.52452659443992e-05,-0.0002934828302123,0.0086924589620949,-0.0112634423866175,0.0044383289971996,-1.0
64,-1.0,-0.0353668909961335,-0.0347487906938325,0.0389826295397848,0.0433902863621702,0.0863877595445032,0.2824195035122849,0.0482363978018339,0.0602958179019559,0.0869066354661199,-0.31361459998784,-0.0573457279327252,0.0862810694721639,-0.2889890279448556,0.026729268577361,0.0736088845324545,0.0042333084253591,0.0403829088093861,0.165890320029332,-0.2609648574964005,-1.0
65,1.0,-0.0051805996236442,-0.0051672034607826,-0.0052515743449841,-0.0038968066956024,-0.0036407109235919,-0.0026144893311967,0.0044780297098372,0.0050529378382577,0.0059584715233885,-0.1198807844869464,0.1626896631466265,-0.1229395688674697,0.0922179125619927,-0.0963184472405935,-8.48127066248594e-05,0.0013609933011586,0.000257064587851,0.0010294413639648,0.0013405739781742,-1.0
66,-1.0,-0.0112757566945713,-0.0112124236163538,-0.0079219415414377,-0.0080348697903415,-0.0194808693036756,-0.0177441816421741,0.0092485222439741,0.0076429669608835,0.0065123960870753,-0.1678431191731296,-0.1088430823329748,0.0618730170276988,-0.0548521388151909,-0.0256373986530174,0.0033222698638315,-0.0001138364826651,-0.0116057990586497,0.0017696253108923,0.0056321064263418,-1.0
67,1.0,0.0073732508682198,0.0074005002133188,0.0077946758829166,0.0065339357275953,0.0002348839734049,0.0104056486196182,0.00825936495781,0.0064459044404117,0.0063288327897421,0.0012351758411081,-0.1354555063380721,0.0214595114223277,-0.1501690472951855,-0.2602179979241362,0.0003912034718034,-0.0012517722408134,-0.0062778257067268,0.010117026124675,0.0068693344340005,1.0
68,-1.0,0.0069818509243582,0.0070062808678357,0.0131954687143616,0.0018350919129661,0.0051689934411569,0.0050545750510777,0.0092588080477626,0.0073493125246241,0.0068967206089088,-0.2242788897983354,-0.055584055714979,0.0403412107834067,-0.0879674300096539,-0.0440518697899254,0.0061273159591124,-0.0112757566945713,0.0033222698638315,-0.0001138364826651,-0.0116057990586497,-1.0
69,-1.0,-0.0015452491705634,-0.0015440558877818,0.0139352250045456,-0.0136218269212374,-0.0292240149205705,-0.0297143859798324,0.0122658140704471,0.0104273448853243,0.0108355381136986,-0.1448261063217815,-0.1604362133507994,-0.1213822951821508,0.0706496621824552,0.0622151748331497,0.0153842716329695,-0.0275544776993683,-0.0159440874469183,-0.0005052606984978,0.0030339298903516,1.0
70,1.0,6.954344729592776e-05,6.954586549823283e-05,0.0081905369016395,0.0165602968873754,0.0067611979564266,0.0139866588125281,0.0088185351698526,0.0094108762110822,0.010424213572563,-0.0201101742981695,-0.0691383466918313,0.0216022625331904,-0.3725697696638431,-0.1973994242280263,0.0080876330429688,0.008267493974845,-0.0096862269005359,0.0071513045282447,-0.0113190453609206,1.0
71,1.0,-0.01408986070264,-0.013991063174114,-0.004539867108084,-0.0059955301472739,-0.0084140415012137,-0.0058262774403031,0.0156070483540759,0.0101611070719521,0.0093087240029641,-0.1157906066185094,-0.1473912853638764,0.1753489562875217,-0.1252988053789122,-0.0603346791095539,0.0095396571018095,-0.0014633719011154,-0.0024360638684015,0.0026063229608972,0.0016210873602364,-1.0
72,1.0,0.0086994966079334,0.0087374471990682,0.0035641289572483,0.0063721245787837,0.0057626559912891,-0.0100085545302137,0.0067363175038638,0.0065894233196928,0.0074881072022527,0.070203996380252,-0.1105291616672445,-0.1181790139956172,0.0334181264849947,-0.0598230791903568,-0.005141704106796,0.0027941159262638,-0.0006057930234284,-0.0158050922344177,0.002305988591182,1.0
